year,week,team,temperature
2014,Week 15,Bengals,45
2014,Week 15,Browns,45
2014,Week 15,Texans,47
2014,Week 15,Colts,47
2014,Week 15,Raiders,60
2014,Week 15,Chiefs,60
2014,Week 15,Dolphins,43
2014,Week 15,Patriots,43
2014,Week 15,Washington,43
2014,Week 15,Giants,43
2014,Week 15,Buccaneers,58
2014,Week 15,Panthers,58
2014,Week 15,Jaguars,49
2014,Week 15,Ravens,49
2014,Week 15,Jets,49
2014,Week 15,Titans,49
2014,Week 15,Broncos,62
2014,Week 15,Chargers,62
2014,Week 15,49ers,49
2014,Week 15,Seahawks,49
2014,Week 15,Vikings,47
2014,Week 15,Lions,47
2014,Week 15,Cowboys,42
2014,Week 15,Eagles,42
2014,Week 15,Saints,42
2014,Week 15,Bears,42
2014,Week 16,Titans,54
2014,Week 16,Jaguars,54
2014,Week 16,Eagles,35
2014,Week 16,Washington,35
2014,Week 16,Chargers,58
2014,Week 16,49ers,58
2014,Week 16,Lions,36
2014,Week 16,Bears,36
2014,Week 16,Vikings,78
2014,Week 16,Dolphins,78
2014,Week 16,Falcons,57
2014,Week 16,Saints,57
2014,Week 16,Patriots,35
2014,Week 16,Jets,35
2014,Week 16,Chiefs,34
2014,Week 16,Steelers,34
2014,Week 16,Packers,76
2014,Week 16,Buccaneers,76
2014,Week 16,Browns,50
2014,Week 16,Panthers,50
2014,Week 16,Ravens,58
2014,Week 16,Texans,58
2014,Week 16,Giants,41
2014,Week 16,Rams,41
2014,Week 16,Colts,51
2014,Week 16,Cowboys,51
2014,Week 16,Bills,62
2014,Week 16,Raiders,62
2014,Week 16,Seahawks,54
2014,Week 16,Cardinals,54
2014,Week 16,Broncos,46
2014,Week 16,Bengals,46
2014,Wild Card,Cardinals,50
2014,Wild Card,Panthers,50
2014,Wild Card,Ravens,48
2014,Wild Card,Steelers,48
2014,Wild Card,Bengals,33
2014,Wild Card,Colts,33
2014,Wild Card,Lions,37
2014,Wild Card,Cowboys,37
2014,Divisional Round,Ravens,15
2014,Divisional Round,Patriots,15
2014,Divisional Round,Panthers,45
2014,Divisional Round,Seahawks,45
2014,Divisional Round,Cowboys,23
2014,Divisional Round,Packers,23
2014,Divisional Round,Colts,37
2014,Divisional Round,Broncos,37
2014,Conference Championship,Packers,50
2014,Conference Championship,Seahawks,50
2014,Conference Championship,Colts,47
2014,Conference Championship,Patriots,47
2014,Super Bowl,Patriots,66
2014,Super Bowl,Seahawks,66
2015,Week 1,Steelers,64
2015,Week 1,Patriots,64
2015,Week 1,Packers,68
2015,Week 1,Bears,68
2015,Week 1,Chiefs,83
2015,Week 1,Texans,83
2015,Week 1,Browns,76
2015,Week 1,Jets,76
2015,Week 1,Colts,53
2015,Week 1,Bills,53
2015,Week 1,Dolphins,71
2015,Week 1,Washington,71
2015,Week 1,Panthers,81
2015,Week 1,Jaguars,81
2015,Week 1,Seahawks,71
2015,Week 1,Rams,71
2015,Week 1,Saints,102
2015,Week 1,Cardinals,102
2015,Week 1,Lions,82
2015,Week 1,Chargers,82
2015,Week 1,Titans,81
2015,Week 1,Buccaneers,81
2015,Week 1,Bengals,75
2015,Week 1,Raiders,75
2015,Week 1,Ravens,86
2015,Week 1,Broncos,86
2015,Week 1,Giants,78
2015,Week 1,Cowboys,78
2015,Week 1,Eagles,65
2015,Week 1,Falcons,65
2015,Week 1,Vikings,64
2015,Week 1,49ers,64
2015,Week 2,Broncos,80
2015,Week 2,Chiefs,80
2015,Week 2,Texans,88
2015,Week 2,Panthers,88
2015,Week 2,49ers,69
2015,Week 2,Steelers,69
2015,Week 2,Buccaneers,92
2015,Week 2,Saints,92
2015,Week 2,Lions,70
2015,Week 2,Vikings,70
2015,Week 2,Cardinals,69
2015,Week 2,Bears,69
2015,Week 2,Patriots,62
2015,Week 2,Bills,62
2015,Week 2,Chargers,73
2015,Week 2,Bengals,73
2015,Week 2,Titans,66
2015,Week 2,Browns,66
2015,Week 2,Falcons,77
2015,Week 2,Giants,77
2015,Week 2,Rams,75
2015,Week 2,Washington,75
2015,Week 2,Dolphins,83
2015,Week 2,Jaguars,83
2015,Week 2,Ravens,89
2015,Week 2,Raiders,89
2015,Week 2,Cowboys,74
2015,Week 2,Eagles,74
2015,Week 2,Seahawks,54
2015,Week 2,Packers,54
2015,Week 2,Jets,59
2015,Week 2,Colts,59
2015,Week 3,Washington,66
2015,Week 3,Giants,66
2015,Week 3,Falcons,89
2015,Week 3,Cowboys,89
2015,Week 3,Colts,77
2015,Week 3,Titans,77
2015,Week 3,Raiders,75
2015,Week 3,Browns,75
2015,Week 3,Bengals,73
2015,Week 3,Ravens,73
2015,Week 3,Jaguars,70
2015,Week 3,Patriots,70
2015,Week 3,Saints,67
2015,Week 3,Panthers,67
2015,Week 3,Eagles,70
2015,Week 3,Jets,70
2015,Week 3,Buccaneers,75
2015,Week 3,Texans,75
2015,Week 3,Chargers,80
2015,Week 3,Vikings,80
2015,Week 3,Steelers,76
2015,Week 3,Rams,76
2015,Week 3,49ers,102
2015,Week 3,Cardinals,102
2015,Week 3,Bills,80
2015,Week 3,Dolphins,80
2015,Week 3,Bears,62
2015,Week 3,Seahawks,62
2015,Week 3,Broncos,67
2015,Week 3,Lions,67
2015,Week 3,Chiefs,62
2015,Week 3,Packers,62
2015,Week 4,Ravens,54
2015,Week 4,Steelers,54
2015,Week 4,Jets,62
2015,Week 4,Dolphins,62
2015,Week 4,Jaguars,71
2015,Week 4,Colts,71
2015,Week 4,Giants,60
2015,Week 4,Bills,60
2015,Week 4,Panthers,75
2015,Week 4,Buccaneers,75
2015,Week 4,Eagles,59
2015,Week 4,Washington,59
2015,Week 4,Raiders,56
2015,Week 4,Bears,56
2015,Week 4,Texans,65
2015,Week 4,Falcons,65
2015,Week 4,Chiefs,73
2015,Week 4,Bengals,73
2015,Week 4,Browns,68
2015,Week 4,Chargers,68
2015,Week 4,Packers,76
2015,Week 4,49ers,76
2015,Week 4,Rams,91
2015,Week 4,Cardinals,91
2015,Week 4,Vikings,60
2015,Week 4,Broncos,60
2015,Week 4,Cowboys,64
2015,Week 4,Saints,64
2015,Week 4,Lions,61
2015,Week 4,Seahawks,61
2015,Week 5,Colts,76
2015,Week 5,Texans,76
2015,Week 5,Bears,80
2015,Week 5,Chiefs,80
2015,Week 5,Seahawks,72
2015,Week 5,Bengals,72
2015,Week 5,Washington,71
2015,Week 5,Falcons,71
2015,Week 5,Jaguars,83
2015,Week 5,Buccaneers,83
2015,Week 5,Saints,67
2015,Week 5,Eagles,67
2015,Week 5,Browns,68
2015,Week 5,Ravens,68
2015,Week 5,Rams,73
2015,Week 5,Packers,73
2015,Week 5,Bills,72
2015,Week 5,Titans,72
2015,Week 5,Cardinals,69
2015,Week 5,Lions,69
2015,Week 5,Patriots,92
2015,Week 5,Cowboys,92
2015,Week 5,Broncos,76
2015,Week 5,Raiders,76
2015,Week 5,49ers,57
2015,Week 5,Giants,57
2015,Week 5,Steelers,76
2015,Week 5,Chargers,76
2015,Week 6,Falcons,69
2015,Week 6,Saints,69
2015,Week 6,Washington,48
2015,Week 6,Jets,48
2015,Week 6,Cardinals,42
2015,Week 6,Steelers,42
2015,Week 6,Chiefs,62
2015,Week 6,Vikings,62
2015,Week 6,Bengals,37
2015,Week 6,Bills,37
2015,Week 6,Bears,50
2015,Week 6,Lions,50
2015,Week 6,Broncos,46
2015,Week 6,Browns,46
2015,Week 6,Texans,70
2015,Week 6,Jaguars,70
2015,Week 6,Dolphins,60
2015,Week 6,Titans,60
2015,Week 6,Panthers,59
2015,Week 6,Seahawks,59
2015,Week 6,Chargers,49
2015,Week 6,Packers,49
2015,Week 6,Ravens,68
2015,Week 6,49ers,68
2015,Week 6,Patriots,43
2015,Week 6,Colts,43
2015,Week 6,Giants,44
2015,Week 6,Eagles,44
2015,Week 7,Seahawks,66
2015,Week 7,49ers,66
2015,Week 7,Bills,51
2015,Week 7,Jaguars,51
2015,Week 7,Buccaneers,70
2015,Week 7,Washington,70
2015,Week 7,Falcons,61
2015,Week 7,Titans,61
2015,Week 7,Saints,61
2015,Week 7,Colts,61
2015,Week 7,Vikings,58
2015,Week 7,Lions,58
2015,Week 7,Steelers,64
2015,Week 7,Chiefs,64
2015,Week 7,Browns,62
2015,Week 7,Rams,62
2015,Week 7,Texans,82
2015,Week 7,Dolphins,82
2015,Week 7,Jets,58
2015,Week 7,Patriots,58
2015,Week 7,Raiders,77
2015,Week 7,Chargers,77
2015,Week 7,Cowboys,59
2015,Week 7,Giants,59
2015,Week 7,Eagles,64
2015,Week 7,Panthers,64
2015,Week 7,Ravens,75
2015,Week 7,Cardinals,75
2015,Week 8,Dolphins,53
2015,Week 8,Patriots,53
2015,Week 8,Lions,57
2015,Week 8,Chiefs,57
2015,Week 8,Buccaneers,64
2015,Week 8,Falcons,64
2015,Week 8,Cardinals,63
2015,Week 8,Browns,63
2015,Week 8,49ers,67
2015,Week 8,Rams,67
2015,Week 8,Giants,68
2015,Week 8,Saints,68
2015,Week 8,Vikings,61
2015,Week 8,Bears,61
2015,Week 8,Chargers,65
2015,Week 8,Ravens,65
2015,Week 8,Bengals,63
2015,Week 8,Steelers,63
2015,Week 8,Titans,68
2015,Week 8,Texans,68
2015,Week 8,Jets,68
2015,Week 8,Raiders,68
2015,Week 8,Seahawks,63
2015,Week 8,Cowboys,63
2015,Week 8,Packers,52
2015,Week 8,Broncos,52
2015,Week 8,Colts,62
2015,Week 8,Panthers,62
2015,Week 9,Browns,65
2015,Week 9,Bengals,65
2015,Week 9,Packers,53
2015,Week 9,Panthers,53
2015,Week 9,Washington,54
2015,Week 9,Patriots,54
2015,Week 9,Titans,62
2015,Week 9,Saints,62
2015,Week 9,Dolphins,47
2015,Week 9,Bills,47
2015,Week 9,Rams,57
2015,Week 9,Vikings,57
2015,Week 9,Jaguars,57
2015,Week 9,Jets,57
2015,Week 9,Raiders,51
2015,Week 9,Steelers,51
2015,Week 9,Giants,77
2015,Week 9,Buccaneers,77
2015,Week 9,Falcons,58
2015,Week 9,49ers,58
2015,Week 9,Broncos,49
2015,Week 9,Colts,49
2015,Week 9,Eagles,53
2015,Week 9,Cowboys,53
2015,Week 9,Bears,61
2015,Week 9,Chargers,61
2015,Week 10,Bills,56
2015,Week 10,Jets,56
2015,Week 10,Lions,57
2015,Week 10,Packers,57
2015,Week 10,Cowboys,77
2015,Week 10,Buccaneers,77
2015,Week 10,Panthers,60
2015,Week 10,Titans,60
2015,Week 10,Bears,67
2015,Week 10,Rams,67
2015,Week 10,Saints,62
2015,Week 10,Washington,62
2015,Week 10,Dolphins,59
2015,Week 10,Eagles,59
2015,Week 10,Browns,60
2015,Week 10,Steelers,60
2015,Week 10,Jaguars,63
2015,Week 10,Ravens,63
2015,Week 10,Vikings,57
2015,Week 10,Raiders,57
2015,Week 10,Patriots,54
2015,Week 10,Giants,54
2015,Week 10,Chiefs,59
2015,Week 10,Broncos,59
2015,Week 10,Cardinals,42
2015,Week 10,Seahawks,42
2015,Week 10,Texans,49
2015,Week 10,Bengals,49
2015,Week 11,Titans,71
2015,Week 11,Jaguars,71
2015,Week 11,Raiders,31
2015,Week 11,Lions,31
2015,Week 11,Colts,47
2015,Week 11,Falcons,47
2015,Week 11,Jets,52
2015,Week 11,Texans,52
2015,Week 11,Buccaneers,48
2015,Week 11,Eagles,48
2015,Week 11,Broncos,29
2015,Week 11,Bears,29
2015,Week 11,Rams,47
2015,Week 11,Ravens,47
2015,Week 11,Cowboys,75
2015,Week 11,Dolphins,75
2015,Week 11,Washington,52
2015,Week 11,Panthers,52
2015,Week 11,Chiefs,78
2015,Week 11,Chargers,78
2015,Week 11,Packers,32
2015,Week 11,Vikings,32
2015,Week 11,49ers,48
2015,Week 11,Seahawks,48
2015,Week 11,Bengals,65
2015,Week 11,Cardinals,65
2015,Week 11,Bills,28
2015,Week 11,Patriots,28
2015,Week 12,Eagles,55
2015,Week 12,Lions,55
2015,Week 12,Panthers,68
2015,Week 12,Cowboys,68
2015,Week 12,Bears,35
2015,Week 12,Packers,35
2015,Week 12,Saints,55
2015,Week 12,Texans,55
2015,Week 12,Rams,45
2015,Week 12,Bengals,45
2015,Week 12,Vikings,72
2015,Week 12,Falcons,72
2015,Week 12,Giants,46
2015,Week 12,Washington,46
2015,Week 12,Buccaneers,44
2015,Week 12,Colts,44
2015,Week 12,Bills,34
2015,Week 12,Chiefs,34
2015,Week 12,Raiders,57
2015,Week 12,Titans,57
2015,Week 12,Chargers,75
2015,Week 12,Jaguars,75
2015,Week 12,Dolphins,48
2015,Week 12,Jets,48
2015,Week 12,Cardinals,57
2015,Week 12,49ers,57
2015,Week 12,Steelers,37
2015,Week 12,Seahawks,37
2015,Week 12,Patriots,21
2015,Week 12,Broncos,21
2015,Week 12,Ravens,42
2015,Week 12,Browns,42
2015,Week 13,Packers,40
2015,Week 13,Lions,40
2015,Week 13,Jets,52
2015,Week 13,Giants,52
2015,Week 13,Cardinals,50
2015,Week 13,Rams,50
2015,Week 13,Falcons,78
2015,Week 13,Buccaneers,78
2015,Week 13,Seahawks,36
2015,Week 13,Vikings,36
2015,Week 13,Texans,49
2015,Week 13,Bills,49
2015,Week 13,Ravens,78
2015,Week 13,Dolphins,78
2015,Week 13,Bengals,46
2015,Week 13,Browns,46
2015,Week 13,Jaguars,56
2015,Week 13,Titans,56
2015,Week 13,49ers,46
2015,Week 13,Bears,46
2015,Week 13,Broncos,71
2015,Week 13,Chargers,71
2015,Week 13,Chiefs,60
2015,Week 13,Raiders,60
2015,Week 13,Panthers,65
2015,Week 13,Saints,65
2015,Week 13,Eagles,44
2015,Week 13,Patriots,44
2015,Week 13,Colts,35
2015,Week 13,Steelers,35
2015,Week 13,Cowboys,44
2015,Week 13,Washington,44
2015,Week 14,Vikings,59
2015,Week 14,Cardinals,59
2015,Week 14,Bills,69
2015,Week 14,Eagles,69
2015,Week 14,49ers,62
2015,Week 14,Browns,62
2015,Week 14,Lions,62
2015,Week 14,Rams,62
2015,Week 14,Saints,80
2015,Week 14,Buccaneers,80
2015,Week 14,Titans,65
2015,Week 14,Jets,65
2015,Week 14,Steelers,65
2015,Week 14,Bengals,65
2015,Week 14,Colts,77
2015,Week 14,Jaguars,77
2015,Week 14,Chargers,60
2015,Week 14,Chiefs,60
2015,Week 14,Washington,58
2015,Week 14,Bears,58
2015,Week 14,Falcons,70
2015,Week 14,Panthers,70
2015,Week 14,Seahawks,66
2015,Week 14,Ravens,66
2015,Week 14,Raiders,39
2015,Week 14,Broncos,39
2015,Week 14,Cowboys,52
2015,Week 14,Packers,52
2015,Week 14,Patriots,52
2015,Week 14,Texans,52
2015,Week 14,Giants,75
2015,Week 14,Dolphins,75
2015,Week 15,Buccaneers,33
2015,Week 15,Rams,33
2015,Week 15,Jets,50
2015,Week 15,Cowboys,50
2015,Week 15,Bears,36
2015,Week 15,Vikings,36
2015,Week 15,Falcons,68
2015,Week 15,Jaguars,68
2015,Week 15,Texans,47
2015,Week 15,Colts,47
2015,Week 15,Panthers,41
2015,Week 15,Giants,41
2015,Week 15,Titans,39
2015,Week 15,Patriots,39
2015,Week 15,Bills,45
2015,Week 15,Washington,45
2015,Week 15,Chiefs,43
2015,Week 15,Ravens,43
2015,Week 15,Browns,44
2015,Week 15,Seahawks,44
2015,Week 15,Packers,51
2015,Week 15,Raiders,51
2015,Week 15,Broncos,36
2015,Week 15,Steelers,36
2015,Week 15,Dolphins,60
2015,Week 15,Chargers,60
2015,Week 15,Bengals,52
2015,Week 15,49ers,52
2015,Week 15,Cardinals,34
2015,Week 15,Eagles,34
2015,Week 15,Lions,66
2015,Week 15,Saints,66
2015,Week 16,Chargers,46
2015,Week 16,Raiders,46
2015,Week 16,Washington,50
2015,Week 16,Eagles,50
2015,Week 16,Patriots,56
2015,Week 16,Jets,56
2015,Week 16,Texans,72
2015,Week 16,Titans,72
2015,Week 16,Browns,34
2015,Week 16,Chiefs,34
2015,Week 16,Colts,81
2015,Week 16,Dolphins,81
2015,Week 16,49ers,37
2015,Week 16,Lions,37
2015,Week 16,Cowboys,37
2015,Week 16,Bills,37
2015,Week 16,Bears,83
2015,Week 16,Buccaneers,83
2015,Week 16,Panthers,71
2015,Week 16,Falcons,71
2015,Week 16,Steelers,63
2015,Week 16,Ravens,63
2015,Week 16,Jaguars,74
2015,Week 16,Saints,74
2015,Week 16,Rams,37
2015,Week 16,Seahawks,37
2015,Week 16,Packers,58
2015,Week 16,Cardinals,58
2015,Week 16,Giants,12
2015,Week 16,Vikings,12
2015,Week 16,Bengals,16
2015,Week 16,Broncos,16
2015,Wild Card,Chiefs,50
2015,Wild Card,Texans,50
2015,Wild Card,Steelers,48
2015,Wild Card,Bengals,48
2015,Wild Card,Seahawks,0
2015,Wild Card,Vikings,0
2015,Wild Card,Packers,49
2015,Wild Card,Washington,49
2015,Divisional Round,Chiefs,35
2015,Divisional Round,Patriots,35
2015,Divisional Round,Packers,55
2015,Divisional Round,Cardinals,55
2015,Divisional Round,Seahawks,43
2015,Divisional Round,Panthers,43
2015,Divisional Round,Steelers,40
2015,Divisional Round,Broncos,40
2015,Conference Championship,Patriots,43
2015,Conference Championship,Broncos,43
2015,Conference Championship,Cardinals,34
2015,Conference Championship,Panthers,34
2015,Super Bowl,Panthers,71
2015,Super Bowl,Broncos,71
2016,Week 1,Panthers,82
2016,Week 1,Broncos,82
2016,Week 1,Buccaneers,87
2016,Week 1,Falcons,87
2016,Week 1,Vikings,77
2016,Week 1,Titans,77
2016,Week 1,Browns,83
2016,Week 1,Eagles,83
2016,Week 1,Bengals,80
2016,Week 1,Jets,80
2016,Week 1,Raiders,88
2016,Week 1,Saints,88
2016,Week 1,Chargers,73
2016,Week 1,Chiefs,73
2016,Week 1,Bills,82
2016,Week 1,Ravens,82
2016,Week 1,Bears,87
2016,Week 1,Texans,87
2016,Week 1,Packers,91
2016,Week 1,Jaguars,91
2016,Week 1,Dolphins,64
2016,Week 1,Seahawks,64
2016,Week 1,Giants,87
2016,Week 1,Cowboys,87
2016,Week 1,Lions,76
2016,Week 1,Colts,76
2016,Week 1,Patriots,100
2016,Week 1,Cardinals,100
2016,Week 1,Steelers,76
2016,Week 1,Washington,76
2016,Week 1,Rams,60
2016,Week 1,49ers,60
2016,Week 2,Jets,54
2016,Week 2,Bills,54
2016,Week 2,49ers,85
2016,Week 2,Panthers,85
2016,Week 2,Cowboys,84
2016,Week 2,Washington,84
2016,Week 2,Bengals,71
2016,Week 2,Steelers,71
2016,Week 2,Saints,79
2016,Week 2,Giants,79
2016,Week 2,Dolphins,78
2016,Week 2,Patriots,78
2016,Week 2,Chiefs,89
2016,Week 2,Texans,89
2016,Week 2,Titans,77
2016,Week 2,Lions,77
2016,Week 2,Ravens,75
2016,Week 2,Browns,75
2016,Week 2,Seahawks,85
2016,Week 2,Rams,85
2016,Week 2,Buccaneers,101
2016,Week 2,Cardinals,101
2016,Week 2,Jaguars,78
2016,Week 2,Chargers,78
2016,Week 2,Falcons,83
2016,Week 2,Raiders,83
2016,Week 2,Colts,86
2016,Week 2,Broncos,86
2016,Week 2,Packers,74
2016,Week 2,Vikings,74
2016,Week 2,Eagles,80
2016,Week 2,Bears,80
2016,Week 3,Texans,68
2016,Week 3,Patriots,68
2016,Week 3,Cardinals,62
2016,Week 3,Bills,62
2016,Week 3,Raiders,89
2016,Week 3,Titans,89
2016,Week 3,Washington,67
2016,Week 3,Giants,67
2016,Week 3,Browns,85
2016,Week 3,Dolphins,85
2016,Week 3,Ravens,87
2016,Week 3,Jaguars,87
2016,Week 3,Lions,72
2016,Week 3,Packers,72
2016,Week 3,Broncos,82
2016,Week 3,Bengals,82
2016,Week 3,Vikings,84
2016,Week 3,Panthers,84
2016,Week 3,Rams,89
2016,Week 3,Buccaneers,89
2016,Week 3,49ers,69
2016,Week 3,Seahawks,69
2016,Week 3,Jets,65
2016,Week 3,Chiefs,65
2016,Week 3,Chargers,86
2016,Week 3,Colts,86
2016,Week 3,Steelers,71
2016,Week 3,Eagles,71
2016,Week 3,Bears,75
2016,Week 3,Cowboys,75
2016,Week 3,Falcons,82
2016,Week 3,Saints,82
2016,Week 4,Dolphins,59
2016,Week 4,Bengals,59
2016,Week 4,Colts,58
2016,Week 4,Jaguars,58
2016,Week 4,Titans,82
2016,Week 4,Texans,82
2016,Week 4,Browns,70
2016,Week 4,Washington,70
2016,Week 4,Seahawks,61
2016,Week 4,Jets,61
2016,Week 4,Bills,56
2016,Week 4,Patriots,56
2016,Week 4,Panthers,78
2016,Week 4,Falcons,78
2016,Week 4,Raiders,67
2016,Week 4,Ravens,67
2016,Week 4,Lions,64
2016,Week 4,Bears,64
2016,Week 4,Broncos,89
2016,Week 4,Buccaneers,89
2016,Week 4,Rams,81
2016,Week 4,Cardinals,81
2016,Week 4,Saints,73
2016,Week 4,Chargers,73
2016,Week 4,Cowboys,68
2016,Week 4,49ers,68
2016,Week 4,Chiefs,60
2016,Week 4,Steelers,60
2016,Week 4,Giants,66
2016,Week 4,Vikings,66
2016,Week 5,Cardinals,72
2016,Week 5,49ers,72
2016,Week 5,Patriots,57
2016,Week 5,Browns,57
2016,Week 5,Eagles,58
2016,Week 5,Lions,58
2016,Week 5,Bears,65
2016,Week 5,Colts,65
2016,Week 5,Titans,87
2016,Week 5,Dolphins,87
2016,Week 5,Washington,61
2016,Week 5,Ravens,61
2016,Week 5,Texans,53
2016,Week 5,Vikings,53
2016,Week 5,Jets,57
2016,Week 5,Steelers,57
2016,Week 5,Falcons,73
2016,Week 5,Broncos,73
2016,Week 5,Bengals,74
2016,Week 5,Cowboys,74
2016,Week 5,Bills,87
2016,Week 5,Rams,87
2016,Week 5,Chargers,78
2016,Week 5,Raiders,78
2016,Week 5,Giants,48
2016,Week 5,Packers,48
2016,Week 5,Buccaneers,57
2016,Week 5,Panthers,57
2016,Week 6,Broncos,69
2016,Week 6,Chargers,69
2016,Week 6,49ers,72
2016,Week 6,Bills,72
2016,Week 6,Eagles,69
2016,Week 6,Washington,69
2016,Week 6,Browns,79
2016,Week 6,Titans,79
2016,Week 6,Ravens,66
2016,Week 6,Giants,66
2016,Week 6,Panthers,82
2016,Week 6,Saints,82
2016,Week 6,Jaguars,67
2016,Week 6,Bears,67
2016,Week 6,Rams,64
2016,Week 6,Lions,64
2016,Week 6,Steelers,82
2016,Week 6,Dolphins,82
2016,Week 6,Bengals,66
2016,Week 6,Patriots,66
2016,Week 6,Chiefs,61
2016,Week 6,Raiders,61
2016,Week 6,Falcons,54
2016,Week 6,Seahawks,54
2016,Week 6,Cowboys,67
2016,Week 6,Packers,67
2016,Week 6,Colts,80
2016,Week 6,Texans,80
2016,Week 6,Jets,86
2016,Week 6,Cardinals,86
2016,Week 7,Bears,47
2016,Week 7,Packers,47
2016,Week 7,Giants,54
2016,Week 7,Rams,54
2016,Week 7,Saints,69
2016,Week 7,Chiefs,69
2016,Week 7,Colts,71
2016,Week 7,Titans,71
2016,Week 7,Vikings,61
2016,Week 7,Eagles,61
2016,Week 7,Browns,66
2016,Week 7,Bengals,66
2016,Week 7,Washington,59
2016,Week 7,Lions,59
2016,Week 7,Raiders,72
2016,Week 7,Jaguars,72
2016,Week 7,Bills,80
2016,Week 7,Dolphins,80
2016,Week 7,Ravens,58
2016,Week 7,Jets,58
2016,Week 7,Buccaneers,69
2016,Week 7,49ers,69
2016,Week 7,Chargers,74
2016,Week 7,Falcons,74
2016,Week 7,Patriots,63
2016,Week 7,Steelers,63
2016,Week 7,Seahawks,91
2016,Week 7,Cardinals,91
2016,Week 7,Texans,66
2016,Week 7,Broncos,66
2016,Week 8,Jaguars,66
2016,Week 8,Titans,66
2016,Week 8,Washington,52
2016,Week 8,Bengals,52
2016,Week 8,Chiefs,67
2016,Week 8,Colts,67
2016,Week 8,Raiders,84
2016,Week 8,Buccaneers,84
2016,Week 8,Seahawks,81
2016,Week 8,Saints,81
2016,Week 8,Lions,80
2016,Week 8,Texans,80
2016,Week 8,Jets,54
2016,Week 8,Browns,54
2016,Week 8,Patriots,50
2016,Week 8,Bills,50
2016,Week 8,Chargers,75
2016,Week 8,Broncos,75
2016,Week 8,Packers,83
2016,Week 8,Falcons,83
2016,Week 8,Cardinals,80
2016,Week 8,Panthers,80
2016,Week 8,Eagles,78
2016,Week 8,Cowboys,78
2016,Week 8,Vikings,57
2016,Week 8,Bears,57
2016,Week 9,Falcons,75
2016,Week 9,Buccaneers,75
2016,Week 9,Lions,60
2016,Week 9,Vikings,60
2016,Week 9,Eagles,57
2016,Week 9,Giants,57
2016,Week 9,Jets,79
2016,Week 9,Dolphins,79
2016,Week 9,Jaguars,60
2016,Week 9,Chiefs,60
2016,Week 9,Cowboys,56
2016,Week 9,Browns,56
2016,Week 9,Steelers,63
2016,Week 9,Ravens,63
2016,Week 9,Saints,68
2016,Week 9,49ers,68
2016,Week 9,Panthers,72
2016,Week 9,Rams,72
2016,Week 9,Colts,67
2016,Week 9,Packers,67
2016,Week 9,Titans,74
2016,Week 9,Chargers,74
2016,Week 9,Broncos,67
2016,Week 9,Raiders,67
2016,Week 9,Bills,60
2016,Week 9,Seahawks,60
2016,Week 10,Browns,52
2016,Week 10,Ravens,52
2016,Week 10,Texans,71
2016,Week 10,Jaguars,71
2016,Week 10,Broncos,63
2016,Week 10,Saints,63
2016,Week 10,Rams,55
2016,Week 10,Jets,55
2016,Week 10,Falcons,54
2016,Week 10,Eagles,54
2016,Week 10,Chiefs,48
2016,Week 10,Panthers,48
2016,Week 10,Bears,77
2016,Week 10,Buccaneers,77
2016,Week 10,Vikings,55
2016,Week 10,Washington,55
2016,Week 10,Packers,55
2016,Week 10,Titans,55
2016,Week 10,Dolphins,84
2016,Week 10,Chargers,84
2016,Week 10,49ers,82
2016,Week 10,Cardinals,82
2016,Week 10,Cowboys,54
2016,Week 10,Steelers,54
2016,Week 10,Seahawks,45
2016,Week 10,Patriots,45
2016,Week 10,Bengals,54
2016,Week 10,Giants,54
2016,Week 11,Saints,57
2016,Week 11,Panthers,57
2016,Week 11,Steelers,35
2016,Week 11,Browns,35
2016,Week 11,Ravens,53
2016,Week 11,Cowboys,53
2016,Week 11,Jaguars,32
2016,Week 11,Lions,32
2016,Week 11,Titans,35
2016,Week 11,Colts,35
2016,Week 11,Bills,37
2016,Week 11,Bengals,37
2016,Week 11,Buccaneers,43
2016,Week 11,Chiefs,43
2016,Week 11,Bears,40
2016,Week 11,Giants,40
2016,Week 11,Cardinals,27
2016,Week 11,Vikings,27
2016,Week 11,Dolphins,63
2016,Week 11,Rams,63
2016,Week 11,Patriots,61
2016,Week 11,49ers,61
2016,Week 11,Eagles,51
2016,Week 11,Seahawks,51
2016,Week 11,Packers,38
2016,Week 11,Washington,38
2016,Week 11,Texans,62
2016,Week 11,Raiders,62
2016,Week 12,Vikings,43
2016,Week 12,Lions,43
2016,Week 12,Washington,69
2016,Week 12,Cowboys,69
2016,Week 12,Steelers,40
2016,Week 12,Colts,40
2016,Week 12,Titans,38
2016,Week 12,Bears,38
2016,Week 12,Jaguars,38
2016,Week 12,Bills,38
2016,Week 12,Bengals,49
2016,Week 12,Ravens,49
2016,Week 12,Cardinals,54
2016,Week 12,Falcons,54
2016,Week 12,Giants,46
2016,Week 12,Browns,46
2016,Week 12,Rams,59
2016,Week 12,Saints,59
2016,Week 12,49ers,79
2016,Week 12,Dolphins,79
2016,Week 12,Chargers,67
2016,Week 12,Texans,67
2016,Week 12,Seahawks,78
2016,Week 12,Buccaneers,78
2016,Week 12,Panthers,56
2016,Week 12,Raiders,56
2016,Week 12,Patriots,48
2016,Week 12,Jets,48
2016,Week 12,Chiefs,44
2016,Week 12,Broncos,44
2016,Week 12,Packers,47
2016,Week 12,Eagles,47
2016,Week 13,Cowboys,35
2016,Week 13,Vikings,35
