year,week,team,temperature
2018,Week 10,Rams,73
2018,Week 10,Cowboys,37
2018,Week 10,Eagles,37
2018,Week 10,Giants,68
2018,Week 10,49ers,68
2018,Week 11,Packers,54
2018,Week 11,Seahawks,54
2018,Week 11,Bengals,46
2018,Week 11,Ravens,46
2018,Week 11,Panthers,34
2018,Week 11,Lions,34
2018,Week 11,Titans,42
2018,Week 11,Colts,42
2018,Week 11,Cowboys,60
2018,Week 11,Falcons,60
2018,Week 11,Buccaneers,41
2018,Week 11,Giants,41
2018,Week 11,Texans,47
2018,Week 11,Washington,47
2018,Week 11,Steelers,72
2018,Week 11,Jaguars,72
2018,Week 11,Broncos,70
2018,Week 11,Chargers,70
2018,Week 11,Raiders,69
2018,Week 11,Cardinals,69
2018,Week 11,Eagles,68
2018,Week 11,Saints,68
2018,Week 11,Vikings,31
2018,Week 11,Bears,31
2018,Week 11,Chiefs,69
2018,Week 11,Rams,69
2018,Week 12,Bears,24
2018,Week 12,Lions,24
2018,Week 12,Washington,63
2018,Week 12,Cowboys,63
2018,Week 12,Falcons,52
2018,Week 12,Saints,52
2018,Week 12,Browns,48
2018,Week 12,Bengals,48
2018,Week 12,Seahawks,52
2018,Week 12,Panthers,52
2018,Week 12,Jaguars,39
2018,Week 12,Bills,39
2018,Week 12,Raiders,57
2018,Week 12,Ravens,57
2018,Week 12,Dolphins,51
2018,Week 12,Colts,51
2018,Week 12,49ers,75
2018,Week 12,Buccaneers,75
2018,Week 12,Giants,55
2018,Week 12,Eagles,55
2018,Week 12,Patriots,53
2018,Week 12,Jets,53
2018,Week 12,Cardinals,72
2018,Week 12,Chargers,72
2018,Week 12,Steelers,41
2018,Week 12,Broncos,41
2018,Week 12,Packers,21
2018,Week 12,Vikings,21
2018,Week 12,Titans,51
2018,Week 12,Texans,51
2018,Week 13,Saints,73
2018,Week 13,Cowboys,73
2018,Week 13,Ravens,67
2018,Week 13,Falcons,67
2018,Week 13,Panthers,80
2018,Week 13,Buccaneers,80
2018,Week 13,Bears,50
2018,Week 13,Giants,50
2018,Week 13,Bills,85
2018,Week 13,Dolphins,85
2018,Week 13,Broncos,63
2018,Week 13,Bengals,63
2018,Week 13,Rams,56
2018,Week 13,Lions,56
2018,Week 13,Cardinals,34
2018,Week 13,Packers,34
2018,Week 13,Browns,70
2018,Week 13,Texans,70
2018,Week 13,Colts,78
2018,Week 13,Jaguars,78
2018,Week 13,Jets,68
2018,Week 13,Titans,68
2018,Week 13,Chiefs,53
2018,Week 13,Raiders,53
2018,Week 13,Vikings,51
2018,Week 13,Patriots,51
2018,Week 13,49ers,45
2018,Week 13,Seahawks,45
2018,Week 13,Chargers,58
2018,Week 13,Steelers,58
2018,Week 13,Washington,48
2018,Week 13,Eagles,48
2018,Week 14,Jaguars,44
2018,Week 14,Titans,44
2018,Week 14,Jets,25
2018,Week 14,Bills,25
2018,Week 14,Giants,32
2018,Week 14,Washington,32
2018,Week 14,Saints,69
2018,Week 14,Buccaneers,69
2018,Week 14,Patriots,80
2018,Week 14,Dolphins,80
2018,Week 14,Ravens,26
2018,Week 14,Chiefs,26
2018,Week 14,Colts,45
2018,Week 14,Texans,45
2018,Week 14,Rams,29
2018,Week 14,Bears,29
2018,Week 14,Panthers,31
2018,Week 14,Browns,31
2018,Week 14,Falcons,24
2018,Week 14,Packers,24
2018,Week 14,Broncos,54
2018,Week 14,49ers,54
2018,Week 14,Bengals,70
2018,Week 14,Chargers,70
2018,Week 14,Eagles,49
2018,Week 14,Cowboys,49
2018,Week 14,Lions,67
2018,Week 14,Cardinals,67
2018,Week 14,Steelers,51
2018,Week 14,Raiders,51
2018,Week 14,Vikings,47
2018,Week 14,Seahawks,47
2018,Week 15,Chargers,37
2018,Week 15,Chiefs,37
2018,Week 15,Browns,54
2018,Week 15,Broncos,54
2018,Week 15,Texans,50
2018,Week 15,Jets,50
2018,Week 15,Packers,40
2018,Week 15,Bears,40
2018,Week 15,Lions,33
2018,Week 15,Bills,33
2018,Week 15,Buccaneers,43
2018,Week 15,Ravens,43
2018,Week 15,Cardinals,51
2018,Week 15,Falcons,51
2018,Week 15,Raiders,42
2018,Week 15,Bengals,42
2018,Week 15,Titans,39
2018,Week 15,Giants,39
2018,Week 15,Dolphins,39
2018,Week 15,Vikings,39
2018,Week 15,Washington,62
2018,Week 15,Jaguars,62
2018,Week 15,Cowboys,44
2018,Week 15,Colts,44
2018,Week 15,Seahawks,59
2018,Week 15,49ers,59
2018,Week 15,Patriots,41
2018,Week 15,Steelers,41
2018,Week 15,Eagles,65
2018,Week 15,Rams,65
2018,Week 15,Saints,48
2018,Week 15,Panthers,48
2018,Week 16,Washington,50
2018,Week 16,Titans,50
2018,Week 16,Ravens,64
2018,Week 16,Chargers,64
2018,Week 16,Giants,32
2018,Week 16,Colts,32
2018,Week 16,Texans,43
2018,Week 16,Eagles,43
2018,Week 16,Jaguars,71
2018,Week 16,Dolphins,71
2018,Week 16,Packers,41
2018,Week 16,Jets,41
2018,Week 16,Bengals,37
2018,Week 16,Browns,37
2018,Week 16,Buccaneers,48
2018,Week 16,Cowboys,48
2018,Week 16,Vikings,35
2018,Week 16,Lions,35
2018,Week 16,Bills,37
2018,Week 16,Patriots,37
2018,Week 16,Falcons,49
2018,Week 16,Panthers,49
2018,Week 16,Bears,59
2018,Week 16,49ers,59
2018,Week 16,Rams,68
2018,Week 16,Cardinals,68
2018,Week 16,Steelers,70
2018,Week 16,Saints,70
2018,Week 16,Chiefs,45
2018,Week 16,Seahawks,45
2018,Week 16,Broncos,56
2018,Week 16,Raiders,56
2018,Wild Card,Colts,69
2018,Wild Card,Texans,69
2018,Wild Card,Seahawks,64
2018,Wild Card,Cowboys,64
2018,Wild Card,Chargers,52
2018,Wild Card,Ravens,52
2018,Wild Card,Eagles,38
2018,Wild Card,Bears,38
2018,Divisional Round,Colts,30
2018,Divisional Round,Chiefs,30
2018,Divisional Round,Cowboys,57
2018,Divisional Round,Rams,57
2018,Divisional Round,Chargers,23
2018,Divisional Round,Patriots,23
2018,Divisional Round,Eagles,48
2018,Divisional Round,Saints,48
2018,Conference Championship,Rams,43
2018,Conference Championship,Saints,43
2018,Conference Championship,Patriots,18
2018,Conference Championship,Chiefs,18
2018,Super Bowl,Patriots,61
2018,Super Bowl,Rams,61
2019,Week 1,Packers,65
2019,Week 1,Bears,65
2019,Week 1,Rams,85
2019,Week 1,Panthers,85
2019,Week 1,Washington,79
2019,Week 1,Eagles,79
2019,Week 1,Bills,74
2019,Week 1,Jets,74
2019,Week 1,Falcons,54
2019,Week 1,Vikings,54
2019,Week 1,Ravens,89
2019,Week 1,Dolphins,89
2019,Week 1,Chiefs,93
2019,Week 1,Jaguars,93
2019,Week 1,Titans,69
2019,Week 1,Browns,69
2019,Week 1,Colts,73
2019,Week 1,Chargers,73
2019,Week 1,Bengals,66
2019,Week 1,Seahawks,66
2019,Week 1,49ers,91
2019,Week 1,Buccaneers,91
2019,Week 1,Giants,97
2019,Week 1,Cowboys,97
2019,Week 1,Lions,97
2019,Week 1,Cardinals,97
2019,Week 1,Steelers,64
2019,Week 1,Patriots,64
2019,Week 1,Texans,90
2019,Week 1,Saints,90
2019,Week 1,Broncos,64
2019,Week 1,Raiders,64
2019,Week 2,Buccaneers,86
2019,Week 2,Panthers,86
2019,Week 2,Cardinals,81
2019,Week 2,Ravens,81
2019,Week 2,Cowboys,82
2019,Week 2,Washington,82
2019,Week 2,Colts,92
2019,Week 2,Titans,92
2019,Week 2,Seahawks,78
2019,Week 2,Steelers,78
2019,Week 2,Bills,80
2019,Week 2,Giants,80
2019,Week 2,49ers,82
2019,Week 2,Bengals,82
2019,Week 2,Chargers,69
2019,Week 2,Lions,69
2019,Week 2,Vikings,72
2019,Week 2,Packers,72
2019,Week 2,Jaguars,90
2019,Week 2,Texans,90
2019,Week 2,Patriots,90
2019,Week 2,Dolphins,90
2019,Week 2,Chiefs,66
2019,Week 2,Raiders,66
2019,Week 2,Saints,84
2019,Week 2,Rams,84
2019,Week 2,Bears,88
2019,Week 2,Broncos,88
2019,Week 2,Eagles,84
2019,Week 2,Falcons,84
2019,Week 2,Browns,71
2019,Week 2,Jets,71
2019,Week 3,Titans,73
2019,Week 3,Jaguars,73
2019,Week 3,Bengals,79
2019,Week 3,Bills,79
2019,Week 3,Lions,86
2019,Week 3,Eagles,86
2019,Week 3,Jets,82
2019,Week 3,Patriots,82
2019,Week 3,Raiders,64
2019,Week 3,Vikings,64
2019,Week 3,Ravens,69
2019,Week 3,Chiefs,69
2019,Week 3,Falcons,83
2019,Week 3,Colts,83
2019,Week 3,Broncos,69
2019,Week 3,Packers,69
2019,Week 3,Dolphins,86
2019,Week 3,Cowboys,86
2019,Week 3,Giants,89
2019,Week 3,Buccaneers,89
2019,Week 3,Panthers,94
2019,Week 3,Cardinals,94
2019,Week 3,Steelers,82
2019,Week 3,49ers,82
2019,Week 3,Saints,62
2019,Week 3,Seahawks,62
2019,Week 3,Texans,84
2019,Week 3,Chargers,84
2019,Week 3,Rams,82
2019,Week 3,Browns,82
2019,Week 3,Bears,82
2019,Week 3,Washington,82
2019,Week 4,Eagles,60
2019,Week 4,Packers,60
2019,Week 4,Titans,88
2019,Week 4,Falcons,88
2019,Week 4,Washington,78
2019,Week 4,Giants,78
2019,Week 4,Chargers,86
2019,Week 4,Dolphins,86
2019,Week 4,Raiders,73
2019,Week 4,Colts,73
2019,Week 4,Panthers,89
2019,Week 4,Texans,89
2019,Week 4,Chiefs,61
2019,Week 4,Lions,61
2019,Week 4,Browns,82
2019,Week 4,Ravens,82
2019,Week 4,Patriots,57
2019,Week 4,Bills,57
2019,Week 4,Buccaneers,70
2019,Week 4,Rams,70
2019,Week 4,Seahawks,86
2019,Week 4,Cardinals,86
2019,Week 4,Vikings,66
2019,Week 4,Bears,66
2019,Week 4,Jaguars,86
2019,Week 4,Broncos,86
2019,Week 4,Cowboys,83
2019,Week 4,Saints,83
2019,Week 4,Bengals,75
2019,Week 4,Steelers,75
2019,Week 5,Rams,55
2019,Week 5,Seahawks,55
2019,Week 5,Jaguars,74
2019,Week 5,Panthers,74
2019,Week 5,Patriots,70
2019,Week 5,Washington,70
2019,Week 5,Bills,76
2019,Week 5,Titans,76
2019,Week 5,Ravens,68
2019,Week 5,Steelers,68
2019,Week 5,Cardinals,76
2019,Week 5,Bengals,76
2019,Week 5,Falcons,88
2019,Week 5,Texans,88
2019,Week 5,Buccaneers,87
2019,Week 5,Saints,87
2019,Week 5,Vikings,67
2019,Week 5,Giants,67
2019,Week 5,Bears,60
2019,Week 5,Raiders,60
2019,Week 5,Jets,70
2019,Week 5,Eagles,70
2019,Week 5,Broncos,80
2019,Week 5,Chargers,80
2019,Week 5,Packers,96
2019,Week 5,Cowboys,96
2019,Week 5,Colts,58
2019,Week 5,Chiefs,58
2019,Week 5,Browns,87
2019,Week 5,49ers,87
2019,Week 6,Giants,54
2019,Week 6,Patriots,54
2019,Week 6,Washington,83
2019,Week 6,Dolphins,83
2019,Week 6,Eagles,39
2019,Week 6,Vikings,39
2019,Week 6,Texans,58
2019,Week 6,Chiefs,58
2019,Week 6,Saints,80
2019,Week 6,Jaguars,80
2019,Week 6,Seahawks,61
2019,Week 6,Browns,61
2019,Week 6,Bengals,61
2019,Week 6,Ravens,61
2019,Week 6,49ers,72
2019,Week 6,Rams,72
2019,Week 6,Falcons,87
2019,Week 6,Cardinals,87
2019,Week 6,Cowboys,65
2019,Week 6,Jets,65
2019,Week 6,Titans,71
2019,Week 6,Broncos,71
2019,Week 6,Steelers,67
2019,Week 6,Chargers,67
2019,Week 6,Panthers,51
2019,Week 6,Buccaneers,51
2019,Week 6,Lions,42
2019,Week 6,Packers,42
2019,Week 7,Chiefs,72
2019,Week 7,Broncos,72
2019,Week 7,Dolphins,59
2019,Week 7,Bills,59
2019,Week 7,Jaguars,72
2019,Week 7,Bengals,72
2019,Week 7,Vikings,61
2019,Week 7,Lions,61
2019,Week 7,Raiders,54
2019,Week 7,Packers,54
2019,Week 7,Rams,67
2019,Week 7,Falcons,67
2019,Week 7,Texans,68
2019,Week 7,Colts,68
2019,Week 7,49ers,55
2019,Week 7,Washington,55
2019,Week 7,Cardinals,57
2019,Week 7,Giants,57
2019,Week 7,Chargers,75
2019,Week 7,Titans,75
2019,Week 7,Saints,53
2019,Week 7,Bears,53
2019,Week 7,Ravens,49
2019,Week 7,Seahawks,49
2019,Week 7,Eagles,82
2019,Week 7,Cowboys,82
2019,Week 7,Patriots,56
2019,Week 7,Jets,56
2019,Week 8,Washington,37
2019,Week 8,Vikings,37
2019,Week 8,Seahawks,67
2019,Week 8,Falcons,67
2019,Week 8,Buccaneers,59
2019,Week 8,Titans,59
2019,Week 8,Cardinals,65
2019,Week 8,Saints,65
2019,Week 8,Bengals,48
2019,Week 8,Rams,48
2019,Week 8,Jets,81
2019,Week 8,Jaguars,81
2019,Week 8,Eagles,52
2019,Week 8,Bills,52
2019,Week 8,Chargers,51
2019,Week 8,Bears,51
2019,Week 8,Giants,53
2019,Week 8,Lions,53
2019,Week 8,Raiders,72
2019,Week 8,Texans,72
2019,Week 8,Panthers,63
2019,Week 8,49ers,63
2019,Week 8,Browns,50
2019,Week 8,Patriots,50
2019,Week 8,Broncos,62
2019,Week 8,Colts,62
2019,Week 8,Packers,52
2019,Week 8,Chiefs,52
2019,Week 8,Dolphins,61
2019,Week 8,Steelers,61
2019,Week 9,49ers,73
2019,Week 9,Cardinals,73
2019,Week 9,Texans,47
2019,Week 9,Jaguars,47
2019,Week 9,Bears,51
2019,Week 9,Eagles,51
2019,Week 9,Colts,46
2019,Week 9,Steelers,46
2019,Week 9,Jets,83
2019,Week 9,Dolphins,83
2019,Week 9,Vikings,55
2019,Week 9,Chiefs,55
2019,Week 9,Titans,55
2019,Week 9,Panthers,55
2019,Week 9,Washington,35
2019,Week 9,Bills,35
2019,Week 9,Buccaneers,51
2019,Week 9,Seahawks,51
2019,Week 9,Lions,70
2019,Week 9,Raiders,70
2019,Week 9,Packers,73
2019,Week 9,Chargers,73
2019,Week 9,Browns,57
2019,Week 9,Broncos,57
2019,Week 9,Patriots,45
2019,Week 9,Ravens,45
2019,Week 9,Cowboys,51
2019,Week 9,Giants,51
2019,Week 10,Chargers,57
2019,Week 10,Raiders,57
2019,Week 10,Ravens,56
2019,Week 10,Bengals,56
2019,Week 10,Bills,48
2019,Week 10,Browns,48
2019,Week 10,Falcons,67
2019,Week 10,Saints,67
2019,Week 10,Lions,40
2019,Week 10,Bears,40
2019,Week 10,Giants,47
2019,Week 10,Jets,47
2019,Week 10,Chiefs,62
2019,Week 10,Titans,62
2019,Week 10,Cardinals,75
2019,Week 10,Buccaneers,75
2019,Week 10,Dolphins,60
2019,Week 10,Colts,60
2019,Week 10,Panthers,33
2019,Week 10,Packers,33
2019,Week 10,Rams,55
2019,Week 10,Steelers,55
2019,Week 10,Vikings,68
2019,Week 10,Cowboys,68
2019,Week 10,Seahawks,75
2019,Week 10,49ers,75
2019,Week 11,Steelers,37
2019,Week 11,Browns,37
2019,Week 11,Falcons,52
2019,Week 11,Panthers,52
2019,Week 11,Cowboys,36
2019,Week 11,Lions,36
2019,Week 11,Jaguars,41
2019,Week 11,Colts,41
2019,Week 11,Bills,60
2019,Week 11,Dolphins,60
2019,Week 11,Texans,42
2019,Week 11,Ravens,42
2019,Week 11,Broncos,38
2019,Week 11,Vikings,38
2019,Week 11,Jets,41
2019,Week 11,Washington,41
2019,Week 11,Saints,53
2019,Week 11,Buccaneers,53
2019,Week 11,Cardinals,68
2019,Week 11,49ers,68
2019,Week 11,Bengals,68
2019,Week 11,Raiders,68
2019,Week 11,Patriots,42
2019,Week 11,Eagles,42
2019,Week 11,Bears,85
2019,Week 11,Rams,85
2019,Week 11,Chiefs,63
2019,Week 11,Chargers,63
2019,Week 12,Colts,74
2019,Week 12,Texans,74
2019,Week 12,Broncos,37
2019,Week 12,Bills,37
2019,Week 12,Giants,44
2019,Week 12,Bears,44
2019,Week 12,Steelers,43
2019,Week 12,Bengals,43
2019,Week 12,Dolphins,37
2019,Week 12,Browns,37
2019,Week 12,Buccaneers,50
2019,Week 12,Falcons,50
2019,Week 12,Panthers,53
2019,Week 12,Saints,53
2019,Week 12,Lions,46
2019,Week 12,Washington,46
2019,Week 12,Raiders,41
2019,Week 12,Jets,41
2019,Week 12,Seahawks,38
2019,Week 12,Eagles,38
2019,Week 12,Jaguars,53
2019,Week 12,Titans,53
2019,Week 12,Cowboys,40
2019,Week 12,Patriots,40
2019,Week 12,Packers,66
2019,Week 12,49ers,66
2019,Week 12,Ravens,64
2019,Week 12,Rams,64
2019,Week 13,Bears,37
2019,Week 13,Lions,37
2019,Week 13,Bills,47
2019,Week 13,Cowboys,47
2019,Week 13,Saints,55
2019,Week 13,Falcons,55
2019,Week 13,Titans,38
2019,Week 13,Colts,38
2019,Week 13,Jets,48
2019,Week 13,Bengals,48
2019,Week 13,Washington,60
2019,Week 13,Panthers,60
2019,Week 13,49ers,38
2019,Week 13,Ravens,38
2019,Week 13,Buccaneers,78
2019,Week 13,Jaguars,78
2019,Week 13,Packers,30
2019,Week 13,Giants,30
2019,Week 13,Eagles,80
2019,Week 13,Dolphins,80
2019,Week 13,Browns,45
2019,Week 13,Steelers,45
2019,Week 13,Rams,62
2019,Week 13,Cardinals,62
2019,Week 13,Raiders,35
2019,Week 13,Chiefs,35
2019,Week 13,Chargers,35
2019,Week 13,Broncos,35
2019,Week 13,Patriots,59
2019,Week 13,Texans,59
2019,Week 13,Vikings,47
2019,Week 13,Seahawks,47
2019,Week 14,Cowboys,40
2019,Week 14,Bears,40
2019,Week 14,Panthers,50
2019,Week 14,Falcons,50
2019,Week 14,Colts,76
2019,Week 14,Buccaneers,76
2019,Week 14,Dolphins,37
2019,Week 14,Jets,37
2019,Week 14,49ers,66
2019,Week 14,Saints,66
2019,Week 14,Lions,30
2019,Week 14,Vikings,30
2019,Week 14,Broncos,67
2019,Week 14,Texans,67
2019,Week 14,Ravens,34
2019,Week 14,Bills,34
2019,Week 14,Bengals,43
2019,Week 14,Browns,43
2019,Week 14,Washington,38
2019,Week 14,Packers,38
2019,Week 14,Chargers,63
2019,Week 14,Jaguars,63
2019,Week 14,Steelers,62
2019,Week 14,Cardinals,62
2019,Week 14,Titans,58
2019,Week 14,Raiders,58
2019,Week 14,Chiefs,32
2019,Week 14,Patriots,32
2019,Week 14,Seahawks,64
2019,Week 14,Rams,64
2019,Week 14,Giants,50
2019,Week 14,Eagles,50
2019,Week 15,Jets,33
2019,Week 15,Ravens,33
2019,Week 15,Seahawks,53
2019,Week 15,Panthers,53
2019,Week 15,Eagles,51
2019,Week 15,Washington,51
2019,Week 15,Texans,42
2019,Week 15,Titans,42
2019,Week 15,Dolphins,46
2019,Week 15,Giants,46
2019,Week 15,Broncos,25
2019,Week 15,Chiefs,25
2019,Week 15,Patriots,34
2019,Week 15,Bengals,34
2019,Week 15,Buccaneers,31
2019,Week 15,Lions,31
2019,Week 15,Bears,13
2019,Week 15,Packers,13
2019,Week 15,Jaguars,55
2019,Week 15,Raiders,55
2019,Week 15,Browns,64
2019,Week 15,Cardinals,64
2019,Week 15,Vikings,63
2019,Week 15,Chargers,63
2019,Week 15,Falcons,55
2019,Week 15,49ers,55
2019,Week 15,Rams,72
2019,Week 15,Cowboys,72
2019,Week 15,Bills,31
2019,Week 15,Steelers,31
2019,Week 15,Colts,74
2019,Week 15,Saints,74
2019,Week 16,Texans,73
2019,Week 16,Buccaneers,73
2019,Week 16,Bills,32
2019,Week 16,Patriots,32
2019,Week 16,Rams,58
2019,Week 16,49ers,58
2019,Week 16,Giants,41
2019,Week 16,Washington,41
2019,Week 16,Saints,49
2019,Week 16,Titans,49
2019,Week 16,Steelers,37
2019,Week 16,Jets,37
2019,Week 16,Jaguars,41
2019,Week 16,Falcons,41
2019,Week 16,Ravens,44
2019,Week 16,Browns,44
2019,Week 16,Panthers,38
2019,Week 16,Colts,38
2019,Week 16,Bengals,76
2019,Week 16,Dolphins,76
2019,Week 16,Lions,62
2019,Week 16,Broncos,62
2019,Week 16,Raiders,65
2019,Week 16,Chargers,65
2019,Week 16,Cardinals,45
2019,Week 16,Seahawks,45
2019,Week 16,Cowboys,44
2019,Week 16,Eagles,44
2019,Week 16,Chiefs,42
2019,Week 16,Bears,42
2019,Week 16,Packers,32
2019,Week 16,Vikings,32
2019,Wild Card,Bills,67
2019,Wild Card,Texans,67
2019,Wild Card,Titans,41
2019,Wild Card,Patriots,41
2019,Wild Card,Vikings,61
2019,Wild Card,Saints,61
2019,Wild Card,Seahawks,40
2019,Wild Card,Eagles,40
2019,Divisional Round,Vikings,56
2019,Divisional Round,49ers,56
2019,Divisional Round,Titans,64
2019,Divisional Round,Ravens,64
2019,Divisional Round,Texans,29
2019,Divisional Round,Chiefs,29
2019,Divisional Round,Seahawks,21
2019,Divisional Round,Packers,21
2019,Conference Championship,Chiefs,73
2019,Conference Championship,Eagles,73
2019,Super Bowl,49ers,65
2019,Super Bowl,Chiefs,65
2020,Week 1,Texans,58
2020,Week 1,Chiefs,58
2020,Week 1,Eagles,76
2020,Week 1,Washington,76
2020,Week 1,Dolphins,73
2020,Week 1,Patriots,73
2020,Week 1,Packers,64
2020,Week 1,Vikings,64
2020,Week 1,Colts,86
2020,Week 1,Jaguars,86
2020,Week 1,Bears,73
2020,Week 1,Lions,73
2020,Week 1,Raiders,79
2020,Week 1,Panthers,79
2020,Week 1,Jets,65
2020,Week 1,Bills,65
2020,Week 1,Browns,75
2020,Week 1,Ravens,75
2020,Week 1,Seahawks,80
2020,Week 1,Falcons,80
2020,Week 1,Chargers,83
2020,Week 1,Bengals,83
2020,Week 1,Cardinals,71
2020,Week 1,49ers,71
2020,Week 1,Buccaneers,88
2020,Week 1,Saints,88
2020,Week 1,Cowboys,74
2020,Week 1,Rams,74
2020,Week 1,Steelers,70
2020,Week 1,Giants,70
2020,Week 1,Titans,78
2020,Week 1,Broncos,78
2020,Week 2,Bengals,64
2020,Week 2,Browns,64
2020,Week 2,Jaguars,73
2020,Week 2,Titans,73
2020,Week 2,Panthers,87
2020,Week 2,Buccaneers,87
2020,Week 2,Broncos,64
2020,Week 2,Steelers,64
2020,Week 2,Rams,62
2020,Week 2,Eagles,62
2020,Week 2,49ers,61
2020,Week 2,Jets,61
2020,Week 2,Bills,89
2020,Week 2,Dolphins,89
2020,Week 2,Vikings,68
2020,Week 2,Colts,68
2020,Week 2,Lions,67
2020,Week 2,Packers,67
2020,Week 2,Falcons,73
2020,Week 2,Cowboys,73
2020,Week 2,Giants,65
2020,Week 2,Bears,65
2020,Week 2,Washington,100
2020,Week 2,Cardinals,100
2020,Week 2,Chiefs,76
2020,Week 2,Chargers,76
2020,Week 2,Ravens,74
2020,Week 2,Texans,74
2020,Week 2,Patriots,68
2020,Week 2,Seahawks,68
2020,Week 2,Saints,95
2020,Week 2,Raiders,95
2020,Week 3,Dolphins,80
2020,Week 3,Jaguars,80
2020,Week 3,Texans,76
2020,Week 3,Steelers,76
2020,Week 3,Bengals,76
2020,Week 3,Eagles,76
2020,Week 3,49ers,77
2020,Week 3,Giants,77
2020,Week 3,Raiders,76
2020,Week 3,Patriots,76
2020,Week 3,Titans,63
2020,Week 3,Vikings,63
2020,Week 3,Washington,77
2020,Week 3,Browns,77
2020,Week 3,Rams,75
2020,Week 3,Bills,75
2020,Week 3,Bears,79
2020,Week 3,Falcons,79
2020,Week 3,Panthers,75
2020,Week 3,Chargers,75
2020,Week 3,Jets,77
2020,Week 3,Colts,77
2020,Week 3,Cowboys,64
2020,Week 3,Seahawks,64
2020,Week 3,Buccaneers,54
2020,Week 3,Broncos,54
2020,Week 3,Lions,98
2020,Week 3,Cardinals,98
2020,Week 3,Packers,79
2020,Week 3,Saints,79
2020,Week 3,Chiefs,72
2020,Week 3,Ravens,72
2020,Week 4,Broncos,65
2020,Week 4,Jets,65
2020,Week 4,Ravens,66
2020,Week 4,Washington,66
2020,Week 4,Chargers,75
2020,Week 4,Buccaneers,75
2020,Week 4,Seahawks,86
2020,Week 4,Dolphins,86
2020,Week 4,Vikings,79
2020,Week 4,Texans,79
2020,Week 4,Saints,52
2020,Week 4,Lions,52
2020,Week 4,Browns,73
2020,Week 4,Cowboys,73
2020,Week 4,Jaguars,66
2020,Week 4,Bengals,66
2020,Week 4,Colts,49
2020,Week 4,Bears,49
2020,Week 4,Cardinals,65
2020,Week 4,Panthers,65
2020,Week 4,Giants,88
2020,Week 4,Rams,88
2020,Week 4,Bills,91
2020,Week 4,Raiders,91
2020,Week 4,Eagles,84
2020,Week 4,49ers,84
2020,Week 4,Patriots,70
2020,Week 4,Chiefs,70
2020,Week 4,Falcons,53
2020,Week 4,Packers,53
2020,Week 5,Buccaneers,57
2020,Week 5,Bears,57
2020,Week 5,Rams,70
2020,Week 5,Washington,70
2020,Week 5,Eagles,69
2020,Week 5,Steelers,69
2020,Week 5,Cardinals,65
2020,Week 5,Jets,65
2020,Week 5,Raiders,77
2020,Week 5,Chiefs,77
2020,Week 5,Jaguars,85
2020,Week 5,Texans,85
2020,Week 5,Bengals,69
2020,Week 5,Ravens,69
2020,Week 5,Panthers,71
2020,Week 5,Falcons,71
2020,Week 5,Dolphins,73
2020,Week 5,49ers,73
2020,Week 5,Giants,94
2020,Week 5,Cowboys,94
2020,Week 5,Colts,63
2020,Week 5,Browns,63
2020,Week 5,Vikings,56
2020,Week 5,Seahawks,56
2020,Week 5,Chargers,80
2020,Week 5,Saints,80
2020,Week 5,Bills,66
2020,Week 5,Titans,66
2020,Week 6,Broncos,58
2020,Week 6,Patriots,58
2020,Week 6,Texans,61
2020,Week 6,Titans,61
2020,Week 6,Browns,60
2020,Week 6,Steelers,60
2020,Week 6,Ravens,64
2020,Week 6,Eagles,64
2020,Week 6,Washington,63
2020,Week 6,Giants,63
2020,Week 6,Falcons,34
2020,Week 6,Vikings,34
2020,Week 6,Lions,79
2020,Week 6,Jaguars,79
2020,Week 6,Bengals,58
2020,Week 6,Colts,58
2020,Week 6,Bears,61
2020,Week 6,Panthers,61
2020,Week 6,Jets,82
2020,Week 6,Dolphins,82
2020,Week 6,Packers,86
2020,Week 6,Buccaneers,86
2020,Week 6,Rams,83
2020,Week 6,49ers,83
2020,Week 6,Chiefs,50
2020,Week 6,Bills,50
2020,Week 6,Cardinals,64
2020,Week 6,Cowboys,64
2020,Week 7,Giants,68
2020,Week 7,Eagles,68
2020,Week 7,Steelers,58
2020,Week 7,Titans,58
2020,Week 7,Cowboys,46
2020,Week 7,Washington,46
2020,Week 7,Bills,50
2020,Week 7,Jets,50
2020,Week 7,Panthers,71
2020,Week 7,Saints,71
2020,Week 7,Packers,71
2020,Week 7,Texans,71
2020,Week 7,Browns,48
2020,Week 7,Bengals,48
2020,Week 7,Lions,72
2020,Week 7,Falcons,72
2020,Week 7,Buccaneers,75
2020,Week 7,Raiders,75
2020,Week 7,49ers,49
2020,Week 7,Patriots,49
2020,Week 7,Chiefs,14
2020,Week 7,Broncos,14
2020,Week 7,Jaguars,68
2020,Week 7,Chargers,68
2020,Week 7,Seahawks,83
2020,Week 7,Cardinals,83
2020,Week 7,Bears,73
2020,Week 7,Rams,73
2020,Week 8,Falcons,74
2020,Week 8,Panthers,74
2020,Week 8,Steelers,51
2020,Week 8,Ravens,51
2020,Week 8,Rams,85
2020,Week 8,Dolphins,85
2020,Week 8,Jets,46
2020,Week 8,Chiefs,46
2020,Week 8,Vikings,33
2020,Week 8,Packers,33
2020,Week 8,Colts,38
2020,Week 8,Lions,38
2020,Week 8,Raiders,47
2020,Week 8,Browns,47
2020,Week 8,Titans,49
2020,Week 8,Bengals,49
2020,Week 8,Patriots,42
2020,Week 8,Bills,42
2020,Week 8,Chargers,66
